No,nama_barang,kode_barang,golongan,bidang,kelompok,sub_kelompok,rincian_objek
165,Tanah Lapangan Tembak Darat ke Udara,1.3.1.01.03.01.024,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN OLAH RAGA
166,Tanah Lapangan Lainnya,1.3.1.01.03.01.025,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN OLAH RAGA
167,Tanah Lapangan Parkir Konstruksi Beton,1.3.1.01.03.02.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
168,Tanah Lapangan Parkir Konstruksi Aspal,1.3.1.01.03.02.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
169,Tanah Lapangan Parkir Sirtu (Pasir Batu),1.3.1.01.03.02.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
170,Tanah Lapangan Parkir Konblok,1.3.1.01.03.02.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
171,Tanah Lapangan Parkir Tanah Keras,1.3.1.01.03.02.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
172,Tanah Lapangan Apel/Upacara,1.3.1.01.03.02.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
173,Tanah Lapangan lainnya,1.3.1.01.03.02.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PARKIR
174,Tanah Lapangan Penimbunan Barang Belum Diolah,1.3.1.01.03.03.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
175,Tanah Lapangan Penimbunan Barang Jadi,1.3.1.01.03.03.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
176,Tanah Lapangan Penimbunan Pembuangan Sampah,1.3.1.01.03.03.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
177,Tanah Lapangan Penimbunan Bahan Bangunan,1.3.1.01.03.03.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
178,Tanah Lapangan Penimbunan Barang Bukti,1.3.1.01.03.03.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
179,Tanah Lapangan Penimbunan Barang Lainnya,1.3.1.01.03.03.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
180,Tanah Lapangan Penimbunan Barang Konstruksi Beton,1.3.1.01.03.03.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
181,Tanah Lapangan Penimbunan Barang Konstruksi Aspal,1.3.1.01.03.03.008,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
182,Tanah Lapangan Penimbunan Barang Konstruksi Tanah,1.3.1.01.03.03.009,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
183,tanah lapangan penimbunan barang lainnya (dst),1.3.1.01.03.03.010,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENIMBUNAN BARANG
184,Tanah Lapangan Pemancar TV/Radio/Radar,1.3.1.01.03.04.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PEMANCAR DAN STUDIO ALAM
185,Tanah Lapangan Studio Alam,1.3.1.01.03.04.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PEMANCAR DAN STUDIO ALAM
186,Tanah lapangan pemancar dan studio alam Lainnya,1.3.1.01.03.04.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PEMANCAR DAN STUDIO ALAM
187,Tanah Lapangan Pengujian Kendaraan Bermotor,1.3.1.01.03.05.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENGUJIAN/PENGOLAHAN
188,Tanah Lapangan Pengolahan Bahan Bangunan,1.3.1.01.03.05.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENGUJIAN/PENGOLAHAN
189,tanah lapangan pengujian/pengolahan lainnya (dst),1.3.1.01.03.05.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PENGUJIAN/PENGOLAHAN
190,Tanah Lapangan Terbang Perintis,1.3.1.01.03.06.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
191,Tanah Lapangan Terbang Komersial,1.3.1.01.03.06.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
192,Tanah Lapangan Terbang Khusus/Militer,1.3.1.01.03.06.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
193,Tanah Lapangan Terbang Olah Raga,1.3.1.01.03.06.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
194,Tanah Lapangan Terbang Pendidikan,1.3.1.01.03.06.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
195,Tanah Lapangan Terbang Latihan Penerjunan,1.3.1.01.03.06.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
196,Tanah Lapangan Tembak Udara (Air Weapon Range/AWR),1.3.1.01.03.06.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
197,Tanah Lapangan Terbang lainnya,1.3.1.01.03.06.008,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN TERBANG
198,Tanah Untuk Jalan Nasional,1.3.1.01.03.07.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
199,Tanah Untuk Jalan Propinsi,1.3.1.01.03.07.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
200,Tanah Untuk Jalan Kabupaten,1.3.1.01.03.07.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
201,Tanah Untuk Jalan Kotamadya,1.3.1.01.03.07.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
202,Tanah Untuk Jalan Desa,1.3.1.01.03.07.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
203,Tanah Untuk Jalan Tol,1.3.1.01.03.07.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
204,Tanah Untuk Jalan Kereta Api/Lori,1.3.1.01.03.07.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
205,Tanah Untuk Jalan Landasan Pacu Pesawat Terbang,1.3.1.01.03.07.008,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
206,Tanah Untuk Jalan Khusus/Komplek,1.3.1.01.03.07.009,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
207,Tanah Untuk Jembatan,1.3.1.01.03.07.010,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
208,Tanah untuk Jalan lainnya,1.3.1.01.03.07.011,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK JALAN
209,Tanah Untuk Bangunan Air Irigasi,1.3.1.01.03.08.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
210,Tanah Untuk Bangunan Pengairan Pasang Surut,1.3.1.01.03.08.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
211,Tanah Untuk Bangunan Pengembangan Rawa Dan Polder,1.3.1.01.03.08.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
212,Tanah Untuk Bangunan Pengaman Sungai Dan Penanggulangan Bencana Alam,1.3.1.01.03.08.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
213,Tanah Untuk Bangunan Pengembangan Sumber Air Dan Air Tanah,1.3.1.01.03.08.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
214,Tanah Untuk Bangunan Air Bersih/Air Baku,1.3.1.01.03.08.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
215,Tanah Untuk Bangunan Air Kotor,1.3.1.01.03.08.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
216,Tanah Untuk Bangunan Hatchery,1.3.1.01.03.08.008,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
217,Tanah Bangunan Air lainnya,1.3.1.01.03.08.009,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN AIR
218,Tanah Untuk Bangunan Instalasi Air Bersih/Air Baku,1.3.1.01.03.09.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
219,Tanah Untuk Bangunan Instalasi Air Kotor/Air Limbah,1.3.1.01.03.09.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
220,Tanah Untuk Bangunan Instalasi Pengolahan Sampah,1.3.1.01.03.09.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
221,Tanah Untuk Bangunan Instalasi Pengolahan Bahan Bangunan,1.3.1.01.03.09.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
222,Tanah Untuk Bangunan Instalasi Listrik,1.3.1.01.03.09.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
223,Tanah Untuk Bangunan Instalasi Gardu Listrik,1.3.1.01.03.09.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
224,Tanah Untuk Bangunan Instalasi Pengolahan Limbah,1.3.1.01.03.09.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
225,Tanah Untuk Bangunan Instalasi Pertahanan,1.3.1.01.03.09.008,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
226,Tanah Untuk Bangunan Instalasi lainnya,1.3.1.01.03.09.009,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN INSTALASI
227,Tanah Untuk Bangunan Jaringan Air Bersih/Air Baku,1.3.1.01.03.10.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN JARINGAN
228,Tanah Untuk Bangunan Jaringan Komunikasi,1.3.1.01.03.10.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN JARINGAN
229,Tanah Untuk Bangunan Jaringan Listrik,1.3.1.01.03.10.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN JARINGAN
230,Tanah Untuk Bangunan Jaringan Gas/BBM,1.3.1.01.03.10.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN JARINGAN
231,tanah untuk bangunan jaringan lainnya (dst),1.3.1.01.03.10.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN JARINGAN
232,Tanah Untuk Monumen,1.3.1.01.03.11.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
233,Tanah Untuk Tugu Peringatan,1.3.1.01.03.11.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
234,Tanah Untuk Tugu Batas Wilayah,1.3.1.01.03.11.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
235,Tanah Untuk Candi,1.3.1.01.03.11.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
236,Tanah Untuk Bangunan Museum,1.3.1.01.03.11.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
237,Tanah Untuk Bangunan Rumah Adat,1.3.1.01.03.11.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
238,Tanah Bangunan Bersejarah lainnya,1.3.1.01.03.11.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK BANGUNAN BERSEJARAH
239,Tanah Untuk Makam Pahlawan,1.3.1.01.03.12.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
240,Tanah Untuk Makam Muslim,1.3.1.01.03.12.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
241,Tanah Untuk Makam Kristen,1.3.1.01.03.12.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
242,Tanah Untuk Makam Hindu/Budha/China,1.3.1.01.03.12.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
243,Tanah Untuk Makam Umum,1.3.1.01.03.12.005,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
244,Tanah Untuk Makam Bersejarah,1.3.1.01.03.12.006,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
245,Tanah Untuk Makam lainnya,1.3.1.01.03.12.007,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK MAKAM
246,Tanah Lapangan Taman Peralatan Perambuan Pantai,1.3.1.01.03.13.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK TAMAN
247,Tanah Lapangan Taman Peralatan Meteo dan Geofisika,1.3.1.01.03.13.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK TAMAN
248,Tanah Lapangan Taman lainnya,1.3.1.01.03.13.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK TAMAN
249,Tanah Untuk Latihan Tempur,1.3.1.01.03.14.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK LATIHAN
250,Tanah untuk latihan lainnya,1.3.1.01.03.14.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH UNTUK LATIHAN
251,Tanah Untuk Pertahanan Pantai,1.3.1.01.03.15.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH DAERAH PERTAHANAN
252,Tanah Untuk Benteng Pertahanan,1.3.1.01.03.15.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH DAERAH PERTAHANAN
253,Tanah Daerah Pertahanan Pos PAMTAS,1.3.1.01.03.15.003,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH DAERAH PERTAHANAN
254,tanah daerah pertahanan lainnya (dst),1.3.1.01.03.15.004,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH DAERAH PERTAHANAN
255,Tanah Lapangan Untuk Parade / Devile,1.3.1.01.03.16.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PBB
256,tanah lapangan pbb lainnya (dst),1.3.1.01.03.16.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH LAPANGAN PBB
257,Tanah Kampung,1.3.1.01.03.17.001,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH KAMPUNG
258,tanah kampung lainnya (dst),1.3.1.01.03.17.002,ASET TETAP,TANAH,TANAH,LAPANGAN,TANAH KAMPUNG
259,Emplasment,1.3.1.01.03.18.001,ASET TETAP,TANAH,TANAH,LAPANGAN,EMPLASMENT
260,emplasment lainnya (dst),1.3.1.01.03.18.002,ASET TETAP,TANAH,TANAH,LAPANGAN,EMPLASMENT
261,lapangan lainnya lainnya (dst),1.3.1.01.03.19.001,ASET TETAP,TANAH,TANAH,LAPANGAN,LAPANGAN LAINNYA
262,Crawler Tractor + Attachment,1.3.2.01.01.01.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
263,Wheel Tractor + Attachment,1.3.2.01.01.01.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
264,Swamp Tractor + Attachment,1.3.2.01.01.01.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
265,Prime Mower,1.3.2.01.01.01.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
266,Aircraft Towing Tractor,1.3.2.01.01.01.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
267,Towing Bar,1.3.2.01.01.01.006,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
268,Bulldozer,1.3.2.01.01.01.007,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
269,Wheel Dozer,1.3.2.01.01.01.008,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
270,tractor lainnya (dst),1.3.2.01.01.01.009,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,TRACTOR
271,Grader + Attachment,1.3.2.01.01.02.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,GRADER
272,Grader Towed Type,1.3.2.01.01.02.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,GRADER
273,Buldozer,1.3.2.01.01.02.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,GRADER
274,Draiglines,1.3.2.01.01.02.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,GRADER
275,SlovelDozer,1.3.2.01.01.02.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,GRADER
276,Crawler Excavator + Attachment,1.3.2.01.01.03.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,EXCAVATOR
277,Wheel Excavator + Attachment,1.3.2.01.01.03.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,EXCAVATOR
278,excavator lainnya (dst),1.3.2.01.01.03.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,EXCAVATOR
279,Diesel Pile Driver,1.3.2.01.01.04.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,PILE DRIVER
280,Pneumatic Pile Driver,1.3.2.01.01.04.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,PILE DRIVER
281,Vibration Pile Driver,1.3.2.01.01.04.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,PILE DRIVER
282,Self Propelled Scraper,1.3.2.01.01.05.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
283,Towed Scraper,1.3.2.01.01.05.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
284,Dump Truck,1.3.2.01.01.05.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
285,Dump Wagon,1.3.2.01.01.05.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
286,Lori,1.3.2.01.01.05.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
287,hauler lainnya (dst),1.3.2.01.01.05.006,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,HAULER
288,Asphalt Mixing Plant,1.3.2.01.01.06.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
289,Asphalt Finisher,1.3.2.01.01.06.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
290,Asphalt Distributor,1.3.2.01.01.06.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
291,Asphalt Heater,1.3.2.01.01.06.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
292,Asphalt Tanker,1.3.2.01.01.06.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
293,Asphalt Sprayer,1.3.2.01.01.06.006,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
294,Asbuton Dryer,1.3.2.01.01.06.007,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
295,Asphalt Recycle,1.3.2.01.01.06.008,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
296,Cold Milling Machine,1.3.2.01.01.06.009,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
297,Asphalt Mixer,1.3.2.01.01.06.010,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
298,Bitumen / Asphalt Test,1.3.2.01.01.06.011,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
299,asphalt equipment lainnya (dst),1.3.2.01.01.06.012,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,ASPHALT EQUIPMENT
300,Macadan Roller/Three Wheel Roler,1.3.2.01.01.07.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
301,Tandam Roller,1.3.2.01.01.07.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
302,Mesh Roller,1.3.2.01.01.07.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
303,Vibration Roller,1.3.2.01.01.07.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
304,Tyre Roller,1.3.2.01.01.07.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
305,Soil Stabilizer,1.3.2.01.01.07.006,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
306,Sheepfoot/Tamping Roller,1.3.2.01.01.07.007,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
307,Stamper,1.3.2.01.01.07.008,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
308,Vibration Plate,1.3.2.01.01.07.009,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
309,Pemadat Sampah,1.3.2.01.01.07.010,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
310,Truck & Bush Tyre,1.3.2.01.01.07.011,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
311,compacting equipment lainnya (dst),1.3.2.01.01.07.012,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,COMPACTING EQUIPMENT
312,Stone Crushing Plant,1.3.2.01.01.08.001,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
313,Screening Classifier,1.3.2.01.01.08.002,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
314,Stone Chuser,1.3.2.01.01.08.003,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
315,Aggregate Washer,1.3.2.01.01.08.004,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
316,Batching Plant,1.3.2.01.01.08.005,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
317,Concrete Finisher,1.3.2.01.01.08.006,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
318,Concrete Pump,1.3.2.01.01.08.007,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
319,Concrete Lift,1.3.2.01.01.08.008,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
320,Concrete Prestres,1.3.2.01.01.08.009,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
321,Concrete Cutter,1.3.2.01.01.08.010,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
322,Concrete Mixer,1.3.2.01.01.08.011,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
323,Concrete Vibrator,1.3.2.01.01.08.012,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
324,Concrete Breaker,1.3.2.01.01.08.013,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
325,Aggregate/Chip Spreader,1.3.2.01.01.08.014,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
326,Grauting Machine,1.3.2.01.01.08.015,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
327,Concrete Mould,1.3.2.01.01.08.016,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
328,Pipe Plant Equipment,1.3.2.01.01.08.017,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
329,Concrete Mixer Tandem,1.3.2.01.01.08.018,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
330,Onion Head Machine,1.3.2.01.01.08.019,ASET TETAP,PERALATAN DAN MESIN,ALAT BESAR,ALAT BESAR DARAT,AGGREGATE AND CONCRETE EQUIPMENT
